Query,Latency (s),CPU Usage (%),Peak Memory Usage (MB),Average Memory Usage (MB),IOPS (ops/s),KD Tree Size (MB),Original Column Size (MB),KD Tree Creation Time (s)
6,0.07217673033361886,83.12928519013047,2339.68359375,2339.68359375,170.89450341556207,778.3558731079102,183.14364624023438,842.5901946579997
19,0.10644462433325923,96.94064606607358,2558.7890625,2558.5807291666665,128.73439015372836,1556.7117004394531,274.7138214111328,1075.9263907490003
